contig	cov_mean_sample_metaspades_perc100_sorted
NODE_17311_length_700_cov_2.564341.0	3.211
NODE_17312_length_700_cov_2.493023.0	3.151
NODE_17313_length_700_cov_2.404651.0	3.214
NODE_17314_length_700_cov_2.368992.0	2.831
NODE_17315_length_700_cov_2.320930.0	3.211
NODE_17316_length_700_cov_2.305426.0	2.853
NODE_17317_length_700_cov_2.237209.0	3.209
NODE_17318_length_700_cov_2.110078.0	2.843
NODE_17319_length_700_cov_2.068217.0	2.856
NODE_17320_length_700_cov_2.043411.0	2.853
NODE_17321_length_700_cov_2.021705.0	2.853
NODE_17322_length_700_cov_1.905426.0	2.477
NODE_17323_length_700_cov_1.899225.0	2.827
NODE_17324_length_700_cov_1.871318.0	2.499
NODE_17325_length_700_cov_1.806202.0	2.136
NODE_17326_length_700_cov_1.792248.0	2.489
NODE_17327_length_700_cov_1.658915.0	2.480
NODE_17328_length_700_cov_1.651163.0	1.774
NODE_17329_length_700_cov_1.638760.0	2.491
NODE_17330_length_700_cov_1.637209.0	2.493
NODE_17331_length_700_cov_1.598450.0	2.126
NODE_17332_length_700_cov_1.584496.0	2.137
NODE_17333_length_700_cov_1.582946.0	2.124
NODE_17334_length_700_cov_1.568992.0	1.781
NODE_17335_length_700_cov_1.564341.0	2.129
NODE_17336_length_700_cov_1.553488.0	2.136
NODE_17337_length_700_cov_1.544186.0	2.140
NODE_17338_length_700_cov_1.454264.0	2.127
NODE_17339_length_700_cov_1.424806.0	2.474
NODE_17340_length_700_cov_1.412403.0	1.749
NODE_17341_length_700_cov_1.392248.0	1.777
NODE_17342_length_700_cov_1.367442.0	2.136
NODE_17343_length_700_cov_1.359690.0	2.141
NODE_17344_length_700_cov_1.359690.0	2.139
NODE_17345_length_700_cov_1.311628.0	1.774
NODE_17346_length_700_cov_1.294574.0	2.131
NODE_17347_length_700_cov_1.280620.0	2.136
NODE_17348_length_700_cov_1.262016.0	1.784
NODE_17349_length_700_cov_1.201550.0	1.779
NODE_17350_length_700_cov_1.111628.0	1.427
NODE_17351_length_700_cov_1.106977.0	1.424
NODE_17352_length_699_cov_3.414596.0	4.266
NODE_17353_length_699_cov_2.920807.0	3.568
NODE_17354_length_699_cov_2.872671.0	3.923
NODE_17355_length_699_cov_2.841615.0	3.910
NODE_17356_length_699_cov_2.743789.0	3.555
NODE_17357_length_699_cov_2.408385.0	3.212
NODE_17358_length_699_cov_2.381988.0	3.206
NODE_17359_length_699_cov_2.340062.0	2.856
NODE_17360_length_699_cov_2.256211.0	2.841
NODE_17361_length_699_cov_2.209627.0	2.857
NODE_17362_length_699_cov_2.204969.0	2.830
NODE_17363_length_699_cov_2.192547.0	2.848
NODE_17364_length_699_cov_2.184783.0	2.851
NODE_17365_length_699_cov_2.114907.0	2.838
NODE_17366_length_699_cov_2.013975.0	2.499
NODE_17367_length_699_cov_2.013975.0	3.190
NODE_17368_length_699_cov_1.967391.0	2.492
NODE_17369_length_699_cov_1.954969.0	2.495
NODE_17370_length_699_cov_1.934783.0	2.143
NODE_17371_length_699_cov_1.925466.0	2.488
NODE_17372_length_699_cov_1.914596.0	2.501
NODE_17373_length_699_cov_1.900621.0	2.501
NODE_17374_length_699_cov_1.875776.0	2.492
NODE_17375_length_699_cov_1.819876.0	2.498
NODE_17376_length_699_cov_1.776398.0	2.478
NODE_17377_length_699_cov_1.770186.0	1.784
NODE_17378_length_699_cov_1.767081.0	2.499
NODE_17379_length_699_cov_1.701863.0	2.501
NODE_17380_length_699_cov_1.677019.0	2.502
NODE_17381_length_699_cov_1.672360.0	2.482
NODE_17382_length_699_cov_1.663043.0	2.134
NODE_17383_length_699_cov_1.659938.0	2.120
NODE_17384_length_699_cov_1.655280.0	2.501
NODE_17385_length_699_cov_1.642857.0	2.123
NODE_17386_length_699_cov_1.633540.0	2.144
NODE_17387_length_699_cov_1.563665.0	2.139
NODE_17388_length_699_cov_1.554348.0	2.143
NODE_17389_length_699_cov_1.549689.0	1.785
NODE_17390_length_699_cov_1.538820.0	2.139
NODE_17391_length_699_cov_1.490683.0	2.123
NODE_17392_length_699_cov_1.440994.0	1.785
NODE_17393_length_699_cov_1.417702.0	2.123
NODE_17394_length_699_cov_1.414596.0	1.780
NODE_17395_length_699_cov_1.400621.0	1.783
NODE_17396_length_699_cov_1.344720.0	1.787
NODE_17397_length_699_cov_1.208075.0	1.421
NODE_17398_length_699_cov_1.189441.0	1.069
NODE_17399_length_699_cov_1.167702.0	1.783
NODE_17400_length_699_cov_1.142857.0	1.784
NODE_17401_length_699_cov_1.065217.0	1.755
NODE_17402_length_699_cov_1.017081.0	1.429
NODE_17403_length_698_cov_11.723173.0	11.107
NODE_17404_length_698_cov_4.060653.0	4.984
NODE_17405_length_698_cov_3.167963.0	3.931
NODE_17406_length_698_cov_3.052877.0	3.883
NODE_17407_length_698_cov_2.992224.0	3.573
NODE_17408_length_698_cov_2.950233.0	3.930
NODE_17409_length_698_cov_2.713841.0	3.219
NODE_17410_length_698_cov_2.531882.0	3.212
NODE_17411_length_698_cov_2.527216.0	3.208
NODE_17412_length_698_cov_2.483670.0	3.199
NODE_17413_length_698_cov_2.427683.0	3.219
NODE_17414_length_698_cov_2.262830.0	2.851
NODE_17415_length_698_cov_2.138414.0	2.862
NODE_17416_length_698_cov_2.115086.0	2.861
NODE_17417_length_698_cov_2.113530.0	2.479
NODE_17418_length_698_cov_2.076205.0	2.504
NODE_17419_length_698_cov_2.066874.0	2.503
NODE_17420_length_698_cov_2.057543.0	2.861
NODE_17421_length_698_cov_2.004666.0	2.496
NODE_17422_length_698_cov_1.986003.0	2.858
NODE_17423_length_698_cov_1.937792.0	2.506
NODE_17424_length_698_cov_1.914463.0	2.506
NODE_17425_length_698_cov_1.860031.0	2.506
NODE_17426_length_698_cov_1.850700.0	2.499
NODE_17427_length_698_cov_1.842924.0	2.499
NODE_17428_length_698_cov_1.830482.0	2.504
NODE_17429_length_698_cov_1.724728.0	2.484
NODE_17430_length_698_cov_1.706065.0	2.506
NODE_17431_length_698_cov_1.660964.0	1.430
NODE_17432_length_698_cov_1.654743.0	2.146
NODE_17433_length_698_cov_1.646967.0	2.501
NODE_17434_length_698_cov_1.614308.0	2.504
NODE_17435_length_698_cov_1.578538.0	2.142
NODE_17436_length_698_cov_1.530327.0	2.138
NODE_17437_length_698_cov_1.519440.0	2.119
NODE_17438_length_698_cov_1.514774.0	2.136
NODE_17439_length_698_cov_1.483670.0	2.112
NODE_17440_length_698_cov_1.465008.0	2.139
NODE_17441_length_698_cov_1.460342.0	2.142
NODE_17442_length_698_cov_1.399689.0	1.788
NODE_17443_length_698_cov_1.387247.0	2.125
NODE_17444_length_698_cov_1.385692.0	2.148
NODE_17445_length_698_cov_1.331260.0	1.764
NODE_17446_length_698_cov_1.283048.0	1.788
NODE_17447_length_698_cov_1.278383.0	1.782
NODE_17448_length_698_cov_1.272162.0	1.430
NODE_17449_length_698_cov_1.119751.0	1.777
NODE_17450_length_697_cov_3.165109.0	3.911
NODE_17451_length_697_cov_3.063863.0	3.931
NODE_17452_length_697_cov_2.979751.0	3.584
NODE_17453_length_697_cov_2.942368.0	3.561
NODE_17454_length_697_cov_2.915888.0	3.549
NODE_17455_length_697_cov_2.842679.0	3.558
NODE_17456_length_697_cov_2.680685.0	3.581
NODE_17457_length_697_cov_2.660436.0	3.227
NODE_17458_length_697_cov_2.576324.0	3.221
NODE_17459_length_697_cov_2.334891.0	3.195
NODE_17460_length_697_cov_2.271028.0	2.858
NODE_17461_length_697_cov_2.238318.0	3.225
NODE_17462_length_697_cov_2.232087.0	2.862
NODE_17463_length_697_cov_2.224299.0	2.864
NODE_17464_length_697_cov_2.129283.0	2.864
NODE_17465_length_697_cov_2.017134.0	2.834
NODE_17466_length_697_cov_1.964174.0	2.502
NODE_17467_length_697_cov_1.943925.0	2.501
NODE_17468_length_697_cov_1.904984.0	2.149
NODE_17469_length_697_cov_1.897196.0	2.506
NODE_17470_length_697_cov_1.805296.0	1.791
NODE_17471_length_697_cov_1.803738.0	2.462
NODE_17472_length_697_cov_1.789720.0	2.504
NODE_17473_length_697_cov_1.777259.0	2.501
NODE_17474_length_697_cov_1.725857.0	2.479
NODE_17475_length_697_cov_1.708723.0	2.122
NODE_17476_length_697_cov_1.669782.0	2.151
NODE_17477_length_697_cov_1.626168.0	2.151
NODE_17478_length_697_cov_1.584112.0	1.786
NODE_17479_length_697_cov_1.577882.0	2.149
NODE_17480_length_697_cov_1.576324.0	2.145
NODE_17481_length_697_cov_1.566978.0	2.146
NODE_17482_length_697_cov_1.537383.0	2.151
NODE_17483_length_697_cov_1.485981.0	2.506
NODE_17484_length_697_cov_1.457944.0	2.146
NODE_17485_length_697_cov_1.445483.0	2.149
NODE_17486_length_697_cov_1.436137.0	2.136
NODE_17487_length_697_cov_1.423676.0	2.149
NODE_17488_length_697_cov_1.412773.0	1.779
NODE_17489_length_697_cov_1.380062.0	1.433
NODE_17490_length_697_cov_1.292835.0	1.792
NODE_17491_length_697_cov_1.258567.0	1.780
NODE_17492_length_697_cov_1.257009.0	1.433
NODE_17493_length_697_cov_1.216511.0	1.792
NODE_17494_length_697_cov_1.200935.0	1.793
NODE_17495_length_697_cov_1.017134.0	1.791
NODE_17496_length_697_cov_0.987539.0	1.073
NODE_17497_length_696_cov_3.499220.0	4.286
NODE_17498_length_696_cov_3.135725.0	3.507
NODE_17499_length_696_cov_3.062402.0	3.943
NODE_17500_length_696_cov_2.998440.0	3.585
NODE_17501_length_696_cov_2.978159.0	3.918
NODE_17502_length_696_cov_2.872075.0	3.905
NODE_17503_length_696_cov_2.652106.0	3.228
NODE_17504_length_696_cov_2.647426.0	3.566
NODE_17505_length_696_cov_2.567863.0	3.231
NODE_17506_length_696_cov_2.561622.0	3.233
NODE_17507_length_696_cov_2.535101.0	3.214
NODE_17508_length_696_cov_2.433697.0	3.591
NODE_17509_length_696_cov_2.330733.0	3.224
NODE_17510_length_696_cov_2.280811.0	3.589
NODE_17511_length_696_cov_2.221529.0	3.223
NODE_17512_length_696_cov_2.104524.0	2.506
NODE_17513_length_696_cov_2.085803.0	2.858
NODE_17514_length_696_cov_2.074883.0	2.871
NODE_17515_length_696_cov_2.018721.0	2.503
NODE_17516_length_696_cov_1.962559.0	2.494
NODE_17517_length_696_cov_1.915757.0	2.504
NODE_17518_length_696_cov_1.890796.0	2.489
NODE_17519_length_696_cov_1.842434.0	2.478
NODE_17520_length_696_cov_1.822153.0	2.507
NODE_17521_length_696_cov_1.817473.0	2.510
NODE_17522_length_696_cov_1.804992.0	2.506
NODE_17523_length_696_cov_1.789392.0	2.510
NODE_17524_length_696_cov_1.677067.0	2.503
NODE_17525_length_696_cov_1.636505.0	2.145
NODE_17526_length_696_cov_1.613105.0	2.154
NODE_17527_length_696_cov_1.611544.0	2.154
NODE_17528_length_696_cov_1.597504.0	2.152
NODE_17529_length_696_cov_1.544462.0	2.513
NODE_17530_length_696_cov_1.541342.0	1.761
NODE_17531_length_696_cov_1.531981.0	1.795
NODE_17532_length_696_cov_1.464899.0	2.152
NODE_17533_length_696_cov_1.464899.0	1.790
NODE_17534_length_696_cov_1.453978.0	2.154
NODE_17535_length_696_cov_1.444618.0	2.142
NODE_17536_length_696_cov_1.394696.0	1.793
NODE_17537_length_696_cov_1.324493.0	1.793
NODE_17538_length_696_cov_1.308892.0	1.435
NODE_17539_length_696_cov_1.265211.0	1.435
NODE_17540_length_696_cov_1.182527.0	1.776
NODE_17541_length_696_cov_1.149766.0	1.796
NODE_17542_length_696_cov_1.146646.0	1.437
NODE_17543_length_696_cov_1.045242.0	1.793
NODE_17544_length_695_cov_3.012500.0	3.951
NODE_17545_length_695_cov_2.898438.0	3.578
NODE_17546_length_695_cov_2.884375.0	3.237
NODE_17547_length_695_cov_2.881250.0	3.951
NODE_17548_length_695_cov_2.762500.0	3.591
NODE_17549_length_695_cov_2.707813.0	3.558
NODE_17550_length_695_cov_2.620312.0	3.233
NODE_17551_length_695_cov_2.565625.0	2.517
NODE_17552_length_695_cov_2.485937.0	3.229
NODE_17553_length_695_cov_2.478125.0	3.237
NODE_17554_length_695_cov_2.476562.0	3.230
NODE_17555_length_695_cov_2.465625.0	3.593
NODE_17556_length_695_cov_2.357813.0	2.869
NODE_17557_length_695_cov_2.332813.0	2.863
NODE_17558_length_695_cov_2.315625.0	3.227
NODE_17559_length_695_cov_2.215625.0	2.875
NODE_17560_length_695_cov_2.204687.0	2.859
NODE_17561_length_695_cov_2.195312.0	2.876
NODE_17562_length_695_cov_2.128125.0	2.839
NODE_17563_length_695_cov_2.098438.0	2.872
NODE_17564_length_695_cov_2.093750.0	2.514
NODE_17565_length_695_cov_1.976562.0	2.509
NODE_17566_length_695_cov_1.956250.0	2.875
NODE_17567_length_695_cov_1.907812.0	2.511
NODE_17568_length_695_cov_1.881250.0	2.517
NODE_17569_length_695_cov_1.865625.0	2.466
NODE_17570_length_695_cov_1.845312.0	2.875
NODE_17571_length_695_cov_1.650000.0	2.501
NODE_17572_length_695_cov_1.635938.0	2.153
NODE_17573_length_695_cov_1.635938.0	2.157
NODE_17574_length_695_cov_1.628125.0	2.481
NODE_17575_length_695_cov_1.600000.0	2.847
NODE_17576_length_695_cov_1.595312.0	2.147
NODE_17577_length_695_cov_1.595312.0	2.158
NODE_17578_length_695_cov_1.565625.0	1.797
NODE_17579_length_695_cov_1.548437.0	2.135
NODE_17580_length_695_cov_1.515625.0	2.837
NODE_17581_length_695_cov_1.514063.0	2.158
NODE_17582_length_695_cov_1.475000.0	2.151
NODE_17583_length_695_cov_1.464063.0	2.155
NODE_17584_length_695_cov_1.454687.0	2.153
NODE_17585_length_695_cov_1.450000.0	1.799
NODE_17586_length_695_cov_1.357813.0	2.134
NODE_17587_length_695_cov_1.284375.0	2.151
NODE_17588_length_695_cov_1.223437.0	2.153
NODE_17589_length_695_cov_1.212500.0	1.780
NODE_17590_length_695_cov_1.098437.0	1.437
NODE_17591_length_695_cov_1.084375.0	1.437
NODE_17592_length_695_cov_0.976562.0	1.796
NODE_17593_length_694_cov_130.837246.0	132.872
NODE_17594_length_694_cov_3.618153.0	4.308
NODE_17595_length_694_cov_3.247261.0	3.952
NODE_17596_length_694_cov_3.205008.0	3.952
NODE_17597_length_694_cov_3.192488.0	3.951
NODE_17598_length_694_cov_3.187793.0	3.950
NODE_17599_length_694_cov_2.907668.0	3.599
NODE_17600_length_694_cov_2.821596.0	3.588
NODE_17601_length_694_cov_2.751174.0	3.594
NODE_17602_length_694_cov_2.654147.0	3.222
NODE_17603_length_694_cov_2.613459.0	3.238
NODE_17604_length_694_cov_2.544601.0	3.219
NODE_17605_length_694_cov_2.474178.0	3.233
NODE_17606_length_694_cov_2.406886.0	2.875
NODE_17607_length_694_cov_2.367762.0	2.878
NODE_17608_length_694_cov_2.302034.0	2.867
NODE_17609_length_694_cov_2.272300.0	2.517
NODE_17610_length_694_cov_2.184664.0	2.513
NODE_17611_length_694_cov_2.057903.0	2.499
NODE_17612_length_694_cov_2.056338.0	2.493
NODE_17613_length_694_cov_1.968701.0	1.794
NODE_17614_length_694_cov_1.968701.0	2.506
NODE_17615_length_694_cov_1.953052.0	2.862
NODE_17616_length_694_cov_1.945227.0	2.862
NODE_17617_length_694_cov_1.906103.0	2.875
NODE_17618_length_694_cov_1.873239.0	1.801
NODE_17619_length_694_cov_1.837246.0	2.513
NODE_17620_length_694_cov_1.810642.0	2.519
NODE_17621_length_694_cov_1.769953.0	2.516
NODE_17622_length_694_cov_1.762128.0	2.503
NODE_17623_length_694_cov_1.758998.0	2.512
NODE_17624_length_694_cov_1.707355.0	2.514
NODE_17625_length_694_cov_1.691706.0	2.146
NODE_17626_length_694_cov_1.691706.0	2.514
NODE_17627_length_694_cov_1.688576.0	2.156
NODE_17628_length_694_cov_1.616588.0	2.519
NODE_17629_length_694_cov_1.608764.0	2.517
NODE_17630_length_694_cov_1.607199.0	2.157
NODE_17631_length_694_cov_1.541471.0	2.120
NODE_17632_length_694_cov_1.536776.0	2.161
NODE_17633_length_694_cov_1.513302.0	2.146
NODE_17634_length_694_cov_1.510172.0	2.519
NODE_17635_length_694_cov_1.489828.0	2.157
NODE_17636_length_694_cov_1.480438.0	2.144
NODE_17637_length_694_cov_1.386541.0	1.785
NODE_17638_length_694_cov_1.384977.0	1.795
NODE_17639_length_694_cov_1.381847.0	2.160
NODE_17640_length_694_cov_1.370892.0	1.797
NODE_17641_length_694_cov_1.300469.0	1.798
NODE_17642_length_694_cov_1.208138.0	1.801
NODE_17643_length_694_cov_1.153365.0	1.769
NODE_17644_length_694_cov_1.107981.0	1.775
NODE_17645_length_694_cov_1.107981.0	1.438
NODE_17646_length_694_cov_1.104851.0	1.795
NODE_17647_length_694_cov_1.023474.0	1.439
NODE_17648_length_694_cov_0.956182.0	1.439
NODE_17649_length_693_cov_5.744514.0	1.079
NODE_17650_length_693_cov_4.081505.0	4.674
NODE_17651_length_693_cov_3.545455.0	4.267
NODE_17652_length_693_cov_3.366771.0	4.326
NODE_17653_length_693_cov_2.951411.0	3.590
NODE_17654_length_693_cov_2.666144.0	3.232
NODE_17655_length_693_cov_2.594044.0	3.954
NODE_17656_length_693_cov_2.542320.0	3.244
NODE_17657_length_693_cov_2.529781.0	3.229
NODE_17658_length_693_cov_2.496865.0	3.231
NODE_17659_length_693_cov_2.474922.0	3.244
NODE_17660_length_693_cov_2.463950.0	3.235
NODE_17661_length_693_cov_2.388715.0	2.517
NODE_17662_length_693_cov_2.384013.0	2.883
NODE_17663_length_693_cov_2.379310.0	3.241
NODE_17664_length_693_cov_2.318182.0	3.218
NODE_17665_length_693_cov_2.313480.0	2.880
NODE_17666_length_693_cov_2.274295.0	3.237
NODE_17667_length_693_cov_2.263323.0	1.437
NODE_17668_length_693_cov_2.216301.0	2.525
NODE_17669_length_693_cov_2.180251.0	2.504
NODE_17670_length_693_cov_2.152038.0	2.885
NODE_17671_length_693_cov_2.109718.0	2.882
NODE_17672_length_693_cov_2.031348.0	1.791
NODE_17673_length_693_cov_2.010972.0	2.519
NODE_17674_length_693_cov_1.990596.0	3.242
NODE_17675_length_693_cov_1.979624.0	2.521
NODE_17676_length_693_cov_1.841693.0	2.522
NODE_17677_length_693_cov_1.830721.0	2.482
NODE_17678_length_693_cov_1.785266.0	2.872
NODE_17679_length_693_cov_1.721003.0	2.159
NODE_17680_length_693_cov_1.699060.0	2.163
NODE_17681_length_693_cov_1.669279.0	1.439
NODE_17682_length_693_cov_1.619122.0	2.159
NODE_17683_length_693_cov_1.598746.0	2.144
NODE_17684_length_693_cov_1.587774.0	2.160
NODE_17685_length_693_cov_1.586207.0	2.156
NODE_17686_length_693_cov_1.581505.0	2.518
NODE_17687_length_693_cov_1.529781.0	1.439
NODE_17688_length_693_cov_1.523511.0	2.137
NODE_17689_length_693_cov_1.512539.0	2.163
NODE_17690_length_693_cov_1.501567.0	2.159
NODE_17691_length_693_cov_1.445141.0	2.159
NODE_17692_length_693_cov_1.344828.0	1.430
NODE_17693_length_693_cov_1.327586.0	1.059
NODE_17694_length_693_cov_1.264890.0	2.153
NODE_17695_length_693_cov_1.211599.0	2.159
NODE_17696_length_693_cov_1.106583.0	1.433
NODE_17697_length_693_cov_1.043887.0	1.079
NODE_17698_length_693_cov_1.001567.0	1.440
NODE_17699_length_692_cov_12.103611.0	11.886
NODE_17700_length_692_cov_6.481947.0	6.751
NODE_17701_length_692_cov_3.530612.0	4.305
NODE_17702_length_692_cov_2.828885.0	2.889
NODE_17703_length_692_cov_2.824176.0	3.591
NODE_17704_length_692_cov_2.766091.0	3.948
NODE_17705_length_692_cov_2.728414.0	3.246
NODE_17706_length_692_cov_2.714286.0	3.600
NODE_17707_length_692_cov_2.527473.0	3.230
NODE_17708_length_692_cov_2.492936.0	3.238
NODE_17709_length_692_cov_2.417582.0	3.199
NODE_17710_length_692_cov_2.406593.0	3.241
NODE_17711_length_692_cov_2.368917.0	2.887
NODE_17712_length_692_cov_2.174254.0	2.887
NODE_17713_length_692_cov_2.172684.0	3.233
NODE_17714_length_692_cov_2.018838.0	2.525
NODE_17715_length_692_cov_2.003140.0	2.526
NODE_17716_length_692_cov_2.001570.0	2.525
NODE_17717_length_692_cov_1.993721.0	2.529
NODE_17718_length_692_cov_1.957614.0	2.868
NODE_17719_length_692_cov_1.910518.0	2.522
NODE_17720_length_692_cov_1.883830.0	2.522
NODE_17721_length_692_cov_1.880691.0	2.527
NODE_17722_length_692_cov_1.863422.0	2.166
NODE_17723_length_692_cov_1.860283.0	2.504
NODE_17724_length_692_cov_1.756672.0	2.519
NODE_17725_length_692_cov_1.706436.0	1.084
NODE_17726_length_692_cov_1.662480.0	2.149
NODE_17727_length_692_cov_1.662480.0	2.165
NODE_17728_length_692_cov_1.648352.0	2.525
NODE_17729_length_692_cov_1.637363.0	2.168
NODE_17730_length_692_cov_1.621664.0	2.165
NODE_17731_length_692_cov_1.579278.0	2.163
NODE_17732_length_692_cov_1.554160.0	2.168
NODE_17733_length_692_cov_1.538462.0	2.163
NODE_17734_length_692_cov_1.518053.0	2.136
NODE_17735_length_692_cov_1.502355.0	2.147
NODE_17736_length_692_cov_1.499215.0	1.799
NODE_17737_length_692_cov_1.475667.0	2.160
NODE_17738_length_692_cov_1.464678.0	1.803
NODE_17739_length_692_cov_1.448980.0	2.156
NODE_17740_length_692_cov_1.420722.0	2.165
NODE_17741_length_692_cov_1.356358.0	1.803
NODE_17742_length_692_cov_1.337520.0	1.803
NODE_17743_length_692_cov_1.315542.0	1.806
NODE_17744_length_692_cov_1.271586.0	1.442
NODE_17745_length_692_cov_1.227630.0	2.163
NODE_17746_length_692_cov_1.216641.0	1.802
NODE_17747_length_692_cov_1.163265.0	2.158
NODE_17748_length_692_cov_1.091052.0	1.444
NODE_17749_length_692_cov_1.083203.0	1.444
NODE_17750_length_691_cov_3.004717.0	3.236
NODE_17751_length_691_cov_2.889937.0	3.611
NODE_17752_length_691_cov_2.726415.0	3.608
NODE_17753_length_691_cov_2.405660.0	3.250
NODE_17754_length_691_cov_2.267296.0	3.247
NODE_17755_length_691_cov_2.224843.0	2.530
NODE_17756_length_691_cov_2.169811.0	2.887
NODE_17757_length_691_cov_2.105346.0	2.889
NODE_17758_length_691_cov_2.088050.0	2.508
NODE_17759_length_691_cov_1.915094.0	2.530
NODE_17760_length_691_cov_1.896226.0	2.527
NODE_17761_length_691_cov_1.889937.0	2.145
NODE_17762_length_691_cov_1.853774.0	2.533
NODE_17763_length_691_cov_1.827044.0	2.527
NODE_17764_length_691_cov_1.778302.0	2.530
NODE_17765_length_691_cov_1.762579.0	2.162
NODE_17766_length_691_cov_1.743711.0	2.525
NODE_17767_length_691_cov_1.723270.0	2.162
NODE_17768_length_691_cov_1.687107.0	2.164
NODE_17769_length_691_cov_1.672956.0	2.521
NODE_17770_length_691_cov_1.650943.0	2.158
NODE_17771_length_691_cov_1.647799.0	2.169
NODE_17772_length_691_cov_1.639937.0	2.168
NODE_17773_length_691_cov_1.624214.0	2.169
NODE_17774_length_691_cov_1.621069.0	2.166
NODE_17775_length_691_cov_1.534591.0	1.447
NODE_17776_length_691_cov_1.487421.0	2.148
NODE_17777_length_691_cov_1.473270.0	2.148
NODE_17778_length_691_cov_1.441824.0	2.153
NODE_17779_length_691_cov_1.383648.0	1.806
NODE_17780_length_691_cov_1.338050.0	1.805
NODE_17781_length_691_cov_1.303459.0	2.165
NODE_17782_length_691_cov_1.275157.0	1.802
NODE_17783_length_691_cov_1.268868.0	1.799
NODE_17784_length_691_cov_1.209119.0	1.809
NODE_17785_length_691_cov_1.201258.0	1.806
NODE_17786_length_691_cov_1.133648.0	1.446
NODE_17787_length_691_cov_1.122642.0	1.430
NODE_17788_length_691_cov_1.110063.0	1.447
NODE_17789_length_691_cov_1.091195.0	1.447
NODE_17790_length_691_cov_1.080189.0	1.443
NODE_17791_length_691_cov_1.055031.0	1.447
NODE_17792_length_690_cov_3.491339.0	4.338
NODE_17793_length_690_cov_2.913386.0	3.620
NODE_17794_length_690_cov_2.836220.0	3.577
NODE_17795_length_690_cov_2.708661.0	3.252
NODE_17796_length_690_cov_2.615748.0	2.877
NODE_17797_length_690_cov_2.549606.0	3.614
NODE_17798_length_690_cov_2.417323.0	1.446
NODE_17799_length_690_cov_2.376378.0	3.255
NODE_17800_length_690_cov_2.310236.0	3.255
NODE_17801_length_690_cov_2.289764.0	2.891
NODE_17802_length_690_cov_2.283465.0	2.891
NODE_17803_length_690_cov_2.280315.0	2.896
NODE_17804_length_690_cov_2.255118.0	2.896
NODE_17805_length_690_cov_2.206299.0	3.248
NODE_17806_length_690_cov_2.185827.0	2.887
NODE_17807_length_690_cov_2.143307.0	3.239
NODE_17808_length_690_cov_2.119685.0	2.894
NODE_17809_length_690_cov_1.981102.0	2.888
NODE_17810_length_690_cov_1.960630.0	2.525
NODE_17811_length_690_cov_1.957480.0	2.525
NODE_17812_length_690_cov_1.929134.0	2.891
NODE_17813_length_690_cov_1.900787.0	2.528
NODE_17814_length_690_cov_1.897638.0	2.523
NODE_17815_length_690_cov_1.792126.0	2.171
NODE_17816_length_690_cov_1.770079.0	2.170
NODE_17817_length_690_cov_1.763780.0	2.523
NODE_17818_length_690_cov_1.760630.0	2.509
NODE_17819_length_690_cov_1.675591.0	1.806
NODE_17820_length_690_cov_1.651969.0	2.509
NODE_17821_length_690_cov_1.648819.0	2.172
NODE_17822_length_690_cov_1.609449.0	2.164
NODE_17823_length_690_cov_1.557480.0	2.529
NODE_17824_length_690_cov_1.546457.0	2.519
NODE_17825_length_690_cov_1.524409.0	2.528
NODE_17826_length_690_cov_1.406299.0	1.787
NODE_17827_length_690_cov_1.406299.0	1.810
NODE_17828_length_690_cov_1.299213.0	1.438
NODE_17829_length_690_cov_1.270866.0	1.804
NODE_17830_length_690_cov_1.267717.0	1.812
NODE_17831_length_690_cov_1.231496.0	1.807
NODE_17832_length_690_cov_1.222047.0	1.796
NODE_17833_length_690_cov_1.116535.0	1.426
NODE_17834_length_690_cov_1.114961.0	1.445
NODE_17835_length_690_cov_1.108661.0	1.446
NODE_17836_length_690_cov_1.083465.0	1.446
NODE_17837_length_690_cov_1.075591.0	1.445
NODE_17838_length_689_cov_3.424290.0	4.334
NODE_17839_length_689_cov_3.388013.0	4.325
NODE_17840_length_689_cov_3.134069.0	3.617
NODE_17841_length_689_cov_3.111987.0	3.961
NODE_17842_length_689_cov_2.861199.0	3.614
NODE_17843_length_689_cov_2.652997.0	3.263
NODE_17844_length_689_cov_2.623028.0	3.607
NODE_17845_length_689_cov_2.511041.0	3.238
NODE_17846_length_689_cov_2.492114.0	3.250
NODE_17847_length_689_cov_2.416404.0	3.604
NODE_17848_length_689_cov_2.400631.0	2.900
NODE_17849_length_689_cov_2.373817.0	3.254
NODE_17850_length_689_cov_2.367508.0	2.890
NODE_17851_length_689_cov_2.263407.0	2.894
NODE_17852_length_689_cov_2.253943.0	2.900
NODE_17853_length_689_cov_2.175079.0	2.894
NODE_17854_length_689_cov_2.048896.0	2.534
NODE_17855_length_689_cov_2.014196.0	2.538
NODE_17856_length_689_cov_1.998423.0	2.517
NODE_17857_length_689_cov_1.996845.0	2.163
NODE_17858_length_689_cov_1.985804.0	2.893
NODE_17859_length_689_cov_1.973186.0	2.540
NODE_17860_length_689_cov_1.929022.0	2.514
NODE_17861_length_689_cov_1.878549.0	2.536
NODE_17862_length_689_cov_1.861199.0	2.512
NODE_17863_length_689_cov_1.851735.0	2.537
NODE_17864_length_689_cov_1.826498.0	2.531
NODE_17865_length_689_cov_1.804416.0	2.533
NODE_17866_length_689_cov_1.798107.0	2.502
NODE_17867_length_689_cov_1.766562.0	2.521
NODE_17868_length_689_cov_1.741325.0	2.115
NODE_17869_length_689_cov_1.712934.0	2.173
